Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FD,OUT035,1919.1662596246058
FD,OUT017,2858.686264732063
NC,OUT019,752.9415978127856
DR,OUT017,3506.5463052300047
FD,OUT049,1947.4639742691093
FD,OUT027,5087.8637661817775
FD,OUT045,1915.9127098924857
FD,OUT035,1547.7516367976943
FD,OUT013,1692.7685377357282
DR,OUT010,1207.8443631419684
NC,OUT027,5329.565213973658
FD,OUT045,2705.777376643553
NC,OUT035,2292.8350125448596
FD,OUT013,4068.849453748824
NC,OUT049,2414.8897787269084
FD,OUT019,565.4461191617181
FD,OUT017,1096.7194415257918
NC,OUT049,2769.108445045835
FD,OUT035,2473.534837385277
DR,OUT010,0.0
FD,OUT018,1236.5511599022836
FD,OUT049,1494.254100203091
FD,OUT049,918.1577819390914
FD,OUT017,901.5699772626981
FD,OUT035,1706.599171352726
FD,OUT027,4417.894961607953
FD,OUT027,3330.361037064268
FD,OUT018,1362.00402947338
FD,OUT027,4258.807630928039
FD,OUT018,2785.7767538276744
FD,OUT027,3159.475381471503
FD,OUT019,1946.322749220083
FD,OUT019,358.05459749186684
FD,OUT049,2744.4465614143987
FD,OUT045,966.9074371117767
FD,OUT045,1383.140710673437
FD,OUT013,1448.0289459195617
FD,OUT013,3063.3219021262403
FD,OUT045,1424.9217349015298
FD,OUT017,3598.431722859829
FD,OUT027,3911.197178073321
FD,OUT046,1867.1926868722774
FD,OUT049,1413.5414160912853
NC,OUT018,1442.8416636142813
FD,OUT018,376.72537968508345
FD,OUT035,1965.94894952145
FD,OUT045,2326.0132555158675
NC,OUT019,13.128348847942107
FD,OUT017,3166.328504092564
FD,OUT027,3255.028128733783
FD,OUT013,2058.6381753252526
FD,OUT013,1507.8118010183507
NC,OUT049,2916.9048831655996
FD,OUT017,956.9148388720532
FD,OUT035,2927.210875769266
NC,OUT010,0.0
FD,OUT046,2637.7888101913677
NC,OUT046,1840.7721709963553
FD,OUT046,2424.365296443486
NC,OUT017,2965.5274725032114
FD,OUT010,1865.4344766831227
NC,OUT049,1996.8223848733116
FD,OUT027,5657.692286340009
FD,OUT049,1653.3840902986526
FD,OUT027,3048.093220751373
FD,OUT013,1585.823286150839
NC,OUT013,2587.734688065689
FD,OUT018,2139.9844041493247
FD,OUT046,750.138809328919
NC,OUT046,1701.7072900050387
FD,OUT027,2893.681240538407
FD,OUT013,3664.642987664363
NC,OUT049,2220.325090395852
FD,OUT018,1564.9117910333762
DR,OUT010,0.0
FD,OUT027,5549.42532489514
NC,OUT027,3901.313134738348
FD,OUT046,2363.5525516094526
FD,OUT027,4267.711128125839
FD,OUT049,1999.00255457526
NC,OUT010,122.41085377793434
FD,OUT013,2455.2130821985297
FD,OUT010,54.08853592515493
FD,OUT035,4077.0623438509638
FD,OUT027,4577.444361846172
NC,OUT046,1866.2059142803594
NC,OUT027,2988.3946337399834
NC,OUT010,478.0297678196305
FD,OUT017,1538.5530458699925
FD,OUT010,0.0
FD,OUT013,1120.0414427673231
NC,OUT045,647.1801821922932
FD,OUT035,2552.509571208042
DR,OUT027,2231.139049368463
FD,OUT027,3838.0904505662593
FD,OUT027,4137.952148342365
FD,OUT017,1438.4037776152436
FD,OUT027,2749.0096602530157
FD,OUT035,1180.8120066529941
FD,OUT013,1387.3488463022022
DR,OUT018,1397.3635735441528
DR,OUT046,2444.0566144134623
FD,OUT046,913.1580331986188
FD,OUT035,2670.7216682472767
FD,OUT035,2193.175851921201
FD,OUT027,4109.255665543453
NC,OUT045,2991.9406649777993
FD,OUT010,2226.6031603087517
FD,OUT018,1959.590354763509
FD,OUT049,1973.0642014651235
FD,OUT049,2134.3050648336593
FD,OUT049,3524.8260159756023
DR,OUT013,2548.8509006926292
FD,OUT019,0.0
NC,OUT027,4490.939155387876
NC,OUT013,2125.7522696036826
FD,OUT027,4568.005451337192
FD,OUT017,2644.4907184809977
FD,OUT017,717.2412667468689
FD,OUT013,2908.378185162914
FD,OUT027,2220.1303789209337
FD,OUT046,2001.7545342621977
NC,OUT035,2881.0588996724664
FD,OUT013,1807.3460492431307
NC,OUT045,2432.4486062118995
DR,OUT049,1435.9909600267895
FD,OUT045,2628.1145188018118
NC,OUT017,4149.714687713409
FD,OUT045,2890.9973173625344
FD,OUT017,1623.730775507114
FD,OUT017,3193.692579520115
FD,OUT035,988.9580004185063
NC,OUT049,1390.3029638460773
NC,OUT027,3730.100114280667
FD,OUT017,1808.9570014098779
FD,OUT013,1813.6646031132484
FD,OUT035,2719.39844238856
FD,OUT035,3881.0240891905246
DR,OUT027,5034.8230618749
FD,OUT046,3562.839309422444
FD,OUT017,2445.8543415229433
FD,OUT049,1897.8206726211563
FD,OUT035,2448.230759795845
FD,OUT045,1383.6856033308022
NC,OUT027,3402.353092710415
FD,OUT027,3258.7955646724326
FD,OUT027,3448.658527318351
FD,OUT049,4015.6535509508353
NC,OUT035,1929.0164388537696
FD,OUT045,2972.746982219789
FD,OUT013,3030.6899019202547
FD,OUT045,1742.908501094601
FD,OUT045,3026.491505462306
NC,OUT017,3934.223775834145
NC,OUT046,2019.0084569364988
FD,OUT019,511.81052271587464
FD,OUT013,2457.5243224965666
FD,OUT046,1232.856119895779
NC,OUT017,1290.9810692451138
NC,OUT017,1843.8306170618805
FD,OUT035,1442.092394323041
FD,OUT013,2995.2516680357503
FD,OUT035,2933.912191468172
NC,OUT018,2723.914171778434
FD,OUT027,5144.851385893335
FD,OUT046,1967.7863664151591
NC,OUT027,3506.0420533115075
FD,OUT010,781.4854743070905
FD,OUT013,687.2349708354388
FD,OUT046,871.1803973851825
FD,OUT018,3776.387387265384
FD,OUT046,3075.856088944496
DR,OUT046,2545.2705791192802
FD,OUT027,3554.521411044533
FD,OUT035,1110.8402132742158
NC,OUT049,2081.0246116935673
DR,OUT018,2695.358775552029
FD,OUT046,1443.7847401184945
FD,OUT046,1564.959066335565
FD,OUT027,5086.201923203575
FD,OUT049,4206.738018644675
FD,OUT045,1616.0545970954645
FD,OUT027,4520.398723936177
FD,OUT045,1920.5661946781534
FD,OUT027,3247.6457728677688
NC,OUT045,2883.2128316618973
FD,OUT010,1234.0950153634692
FD,OUT027,5011.4759354254
FD,OUT013,2375.2076235501418
FD,OUT049,2106.3918318104684
NC,OUT019,0.0
FD,OUT018,908.6832277694264
FD,OUT027,3213.6178732388894
FD,OUT013,2847.9481398682965
FD,OUT035,1218.4844033482818
FD,OUT027,2824.121650657866
FD,OUT019,679.688573521202
FD,OUT017,3582.5299468840726
FD,OUT049,1580.9353822133332
FD,OUT046,1993.2016895245567
FD,OUT049,2684.3679942573654
FD,OUT049,2486.1339714932046
FD,OUT046,3064.8997199160467
FD,OUT046,1926.860690480288
FD,OUT018,1813.534842133522
FD,OUT046,2477.91447627853
FD,OUT018,3062.3106630485554
NC,OUT017,840.6819866199462
DR,OUT010,0.0
NC,OUT027,5435.144335279469
FD,OUT049,688.6523612991082
DR,OUT045,3389.634554571878
FD,OUT035,4186.317522574229
NC,OUT019,0.0
FD,OUT019,2150.2044163166297
FD,OUT046,1937.651889256445
FD,OUT027,2348.388979130011
FD,OUT018,1473.1285280023128
FD,OUT049,3579.541722913075
FD,OUT027,4028.988038620886
NC,OUT049,856.2782560174151
FD,OUT045,1924.8627471336345
FD,OUT045,1401.333985130454
FD,OUT045,1197.091444648272
FD,OUT045,1551.002581710467
FD,OUT046,1443.7314791399206
NC,OUT010,392.8431083429525
NC,OUT045,3721.101461643113
FD,OUT045,1138.5358218789302
NC,OUT035,1993.1979174387113
FD,OUT027,2569.665556895761
FD,OUT035,1485.1050426067568
FD,OUT035,2678.6801531727497
FD,OUT018,1162.172022561398
FD,OUT046,3162.0854423755736
FD,OUT035,2050.4612438349645
FD,OUT035,4307.395593408822
NC,OUT045,3594.133932398744
FD,OUT046,1086.0732548692147
FD,OUT027,3002.2240862970757
FD,OUT013,918.5917816160757
FD,OUT018,1025.1612431633782
FD,OUT049,4174.0876689464485
NC,OUT018,1380.9962727095028
NC,OUT013,2370.2128397006654
FD,OUT046,1597.5292526905303
DR,OUT035,1903.9080980006377
FD,OUT045,684.5434140871657
NC,OUT045,716.3497456673872
FD,OUT027,2452.943297764891
FD,OUT013,1083.523265763388
DR,OUT017,2801.4177851311656
FD,OUT010,0.0
FD,OUT046,2672.233733840923
NC,OUT017,1757.7164864263636
FD,OUT046,2661.879068498154
FD,OUT035,772.6466043036648
FD,OUT017,3148.1415876820083
FD,OUT045,1967.6394932227922
FD,OUT046,3885.637721337035
FD,OUT046,2870.902696236983
FD,OUT045,1833.490578116218
FD,OUT013,3391.4931247360937
NC,OUT045,3669.499418480468
FD,OUT027,4355.8178849432525
FD,OUT017,3193.787524112456
FD,OUT013,3449.995410352126
NC,OUT013,3025.4675764059493
FD,OUT013,3016.095705916251
NC,OUT027,3194.1662075842614
NC,OUT010,0.0
FD,OUT018,708.806400123656
NC,OUT013,1371.1325895361804
FD,OUT017,2460.266229325615
DR,OUT027,3911.112382290914
FD,OUT018,1146.6313463757958
FD,OUT045,1489.0896940407022
FD,OUT017,3281.539201623461
NC,OUT010,506.0170201963258
FD,OUT013,1957.78549236586
NC,OUT018,2241.812077294989
FD,OUT027,4480.389554934231
FD,OUT018,1057.1267446777704
NC,OUT027,3439.582713281773
FD,OUT013,1685.7551942932319
FD,OUT045,1791.7670256721892
FD,OUT013,938.4582627550249
FD,OUT017,2219.1449678809518
FD,OUT013,2308.4999968360016
DR,OUT018,317.25814249268365
FD,OUT027,2845.5633296679725
FD,OUT018,451.7385251371909
FD,OUT013,1665.084790171161
FD,OUT019,755.8610775826935
FD,OUT018,3950.821628994029
FD,OUT035,833.86178467025
FD,OUT017,3596.5460711238507
FD,OUT049,729.6103077159964
FD,OUT049,3013.612783933386
FD,OUT035,2676.844458403077
NC,OUT045,3538.4366730801275
DR,OUT046,2942.5397445346416
DR,OUT035,1529.712973152955
FD,OUT035,2425.1528383224063
FD,OUT018,981.8927397713517
NC,OUT049,2993.1157919360735
NC,OUT013,4088.0406574741746
FD,OUT035,2036.9566038736316
FD,OUT019,745.656005856275
NC,OUT046,1922.5244203173215
FD,OUT013,3835.9541702880706
FD,OUT045,1595.6398280806513
FD,OUT045,1673.1449553899008
FD,OUT045,1927.3939132530013
FD,OUT017,2475.6474194591947
FD,OUT017,3938.4373344891296
FD,OUT027,3481.4286268337037
FD,OUT017,1929.9630108081496
FD,OUT049,1642.1413278726886
DR,OUT027,2756.8185950163725
NC,OUT017,969.7495842132894
FD,OUT017,766.0891946017705
FD,OUT018,3726.4474097425746
DR,OUT018,2663.985162390039
FD,OUT017,1980.1844357184184
FD,OUT046,2258.817132390017
FD,OUT049,2457.841426572771
FD,OUT018,2689.7669554575696
FD,OUT035,2711.117217954885
FD,OUT013,661.282063210962
NC,OUT018,2180.174923899291
FD,OUT049,2594.0106357551113
DR,OUT013,2999.894465462091
DR,OUT049,1313.9337871386335
NC,OUT035,1374.9621519320638
FD,OUT019,1882.5807270570667
FD,OUT027,3552.5788211368654
FD,OUT017,3282.642568850046
DR,OUT027,5094.737737080342
FD,OUT019,99.59318702573046
FD,OUT010,63.1563736932942
FD,OUT046,806.996068947044
NC,OUT046,753.9228692330842
FD,OUT017,1721.7632388784266
FD,OUT018,2170.38541415692
FD,OUT013,2571.9088552256494
DR,OUT017,2466.884104591491
FD,OUT027,2963.486130193828
FD,OUT010,1513.552867480439
FD,OUT046,1691.388169352065
DR,OUT045,2302.0249510871004
FD,OUT018,3972.2221791063876
FD,OUT045,669.3898692094126
DR,OUT035,1715.8472129595737
FD,OUT046,3572.5213389470964
DR,OUT045,2574.372592718124
FD,OUT049,877.1082110283874
FD,OUT013,2528.8698448395885
FD,OUT018,2319.016358043649
FD,OUT046,1505.7703120023546
NC,OUT045,4043.6441361136062
DR,OUT018,1007.5068897696563
NC,OUT017,1892.2034195805388
DR,OUT013,1759.8654635011535
DR,OUT027,2105.4400949830265
FD,OUT027,4614.5487870502775
FD,OUT046,2338.665584669419
NC,OUT018,1625.6540900038508
FD,OUT019,224.66994081375447
NC,OUT045,2915.136182289985
FD,OUT049,2559.2160405572195
FD,OUT045,1274.7826081527678
NC,OUT027,2233.5593675551077
NC,OUT027,2008.7103132257337
FD,OUT035,1112.998100082748
FD,OUT049,1737.292570298657
FD,OUT027,3717.0370827390752
DR,OUT019,0.0
NC,OUT019,296.65428847190196
FD,OUT035,3024.6997494769075
FD,OUT017,2852.756667520932
FD,OUT013,2823.3072997086974
FD,OUT010,1859.5481167749276
DR,OUT049,3553.1922641143556
FD,OUT027,3016.571661504998
NC,OUT035,3160.43149726758
NC,OUT013,2351.6002748740066
DR,OUT017,3077.8089719712166
DR,OUT046,4119.222830958327
NC,OUT049,2881.209050199085
FD,OUT018,2053.7014935741377
FD,OUT013,850.6820307386154
FD,OUT013,3666.91078638655
FD,OUT018,2285.8417511672137
NC,OUT019,0.0
FD,OUT035,3595.400991242557
FD,OUT017,1640.6759403897033
FD,OUT049,1404.671036647651
FD,OUT035,2067.2740839523112
FD,OUT045,3929.830448223315
FD,OUT010,1504.7593852129485
FD,OUT013,2504.1722813296597
FD,OUT017,4023.4766213016896
NC,OUT019,1009.841310014276
FD,OUT045,2778.540125153021
NC,OUT046,2623.742788542286
FD,OUT018,2731.557374115827
FD,OUT045,1345.8771293860368
FD,OUT018,387.4735917270498
FD,OUT017,1877.8989630654532
NC,OUT049,3844.359354600834
FD,OUT017,2029.2594607212998
FD,OUT027,4844.17162788253
DR,OUT018,293.7542961654383
FD,OUT019,743.6609441209032
NC,OUT035,1897.855341638682
FD,OUT013,1470.052380556019
NC,OUT010,0.0
FD,OUT046,2914.1151576014036
NC,OUT027,5380.900396217969
FD,OUT013,2794.766512052621
FD,OUT013,2849.096386386148
FD,OUT013,1776.4212676786476
FD,OUT046,911.7193854296893
FD,OUT013,1999.9031765887423
FD,OUT027,3323.9026734463405
FD,OUT035,3150.8930515398943
FD,OUT010,1671.2430115409825
FD,OUT027,4442.847774859396
DR,OUT027,2060.509622059563
FD,OUT035,3617.2676778651203
FD,OUT010,0.0
DR,OUT035,1152.0894004963775
FD,OUT046,1542.124514820593
FD,OUT046,2794.24125838926
NC,OUT035,1947.1838655437286
FD,OUT046,1705.121553644797
FD,OUT013,2401.735040602663
FD,OUT019,0.0
FD,OUT049,1498.769954455961
FD,OUT013,1912.3883119752973
FD,OUT027,2308.9635585834544
FD,OUT018,456.2685446136081
FD,OUT027,3163.2067967487255
FD,OUT027,2211.836699282423
FD,OUT010,992.2578743486283
FD,OUT017,4254.414496093141
DR,OUT017,1908.5919249642418
FD,OUT013,1606.8093777164058
FD,OUT010,1059.7607680616075
NC,OUT035,1066.1619725281066
FD,OUT013,1096.584231834443
FD,OUT035,3873.945471668396
FD,OUT046,1754.899945892911
FD,OUT045,622.3204841282727
FD,OUT049,4029.227719086523
NC,OUT049,2750.4416832330216
FD,OUT019,1547.3171239614076
FD,OUT046,2656.036205809397
FD,OUT049,3088.2715106821515
FD,OUT045,1438.3332199761182
NC,OUT035,789.1253816293884
FD,OUT045,2852.2419178930454
FD,OUT035,2908.490540917741
FD,OUT017,2773.1039195537505
FD,OUT018,1564.3571416815114
FD,OUT049,1632.1520653208734
FD,OUT017,3442.055638030462
FD,OUT027,3364.951934591545
FD,OUT017,2945.8412858093748
DR,OUT017,755.1302728030569
FD,OUT046,3676.199680931609
FD,OUT027,3930.4220797186244
FD,OUT010,0.0
FD,OUT013,3650.4016515522326
NC,OUT045,2632.8342912832704
FD,OUT019,576.9317816060986
FD,OUT035,4065.118295486815
FD,OUT045,2950.0782298935455
NC,OUT017,774.9201380974819
FD,OUT018,1686.8451361528664
FD,OUT049,2954.7253618601444
FD,OUT018,2577.821716680026
FD,OUT010,0.0
FD,OUT018,328.59921266400147
FD,OUT017,1623.4763817442533
FD,OUT010,1646.8173758168004
DR,OUT049,2364.763291691707
FD,OUT045,2368.6363646598347
FD,OUT019,1105.2713725996618
DR,OUT027,2648.0135631104567
NC,OUT049,2488.6942619575666
FD,OUT019,1075.5044441749874
FD,OUT018,2146.4902224232483
FD,OUT027,4999.709882463567
FD,OUT035,3230.3815139969347
NC,OUT045,3892.1113809861376
FD,OUT049,1526.7898941878318
FD,OUT018,1441.1557987114945
FD,OUT017,2686.6189957293664
NC,OUT027,2318.277536062988
FD,OUT046,3164.0306152227654
NC,OUT049,3624.650676409337
NC,OUT045,2389.0712330411616
FD,OUT018,3848.067506488527
NC,OUT010,639.9596460687033
NC,OUT017,1017.0904686152521
FD,OUT019,651.5758364343358
FD,OUT027,2904.73463164274
FD,OUT018,2323.3505582037483
FD,OUT046,3240.3800154292867
FD,OUT035,3871.6282262184172
DR,OUT019,1190.0883503626294
FD,OUT010,2049.735259845595
FD,OUT046,2869.2381690602674
FD,OUT013,3095.928601182436
FD,OUT013,2595.1935425663323
FD,OUT018,2258.1263609510847
FD,OUT045,3891.8408236625705
NC,OUT027,5615.44618373349
NC,OUT013,1132.075980594821
FD,OUT010,1271.9845591542323
NC,OUT049,2105.323949996986
FD,OUT035,2119.456723444905
FD,OUT013,1329.3922151470726
FD,OUT018,3752.9520245129715
FD,OUT013,1919.0311468713394
FD,OUT049,4085.128059270759
FD,OUT035,3604.128462358258
NC,OUT019,0.0
FD,OUT018,1734.9546867721804
FD,OUT018,2954.9051550793934
NC,OUT027,4931.204739909359
FD,OUT045,2893.3113124842403
FD,OUT035,2868.819219422136
NC,OUT017,839.7399477298404
FD,OUT035,2652.7274139618157
FD,OUT017,2574.075063713956
FD,OUT013,620.9891348161264
FD,OUT018,2288.74371809817
FD,OUT045,4056.9908302261783
FD,OUT035,2962.2069288739103
FD,OUT035,1695.9328538192872
FD,OUT049,934.2073482965784
DR,OUT010,929.7077194235067
FD,OUT019,0.0
FD,OUT049,1774.8957065592263
FD,OUT046,2268.084644573372
NC,OUT046,1729.0101461571428
NC,OUT018,2131.5960602681203
FD,OUT035,2118.056003689284
FD,OUT035,2357.8777683809503
NC,OUT045,930.267887191676
FD,OUT018,1517.5854643915513
NC,OUT027,5091.435136431404
FD,OUT010,894.6890309903215
DR,OUT017,2475.7332907927394
DR,OUT013,2667.9768624341377
NC,OUT013,1664.295081653036
DR,OUT013,3790.3727240835433
NC,OUT045,2985.0475068584583
FD,OUT035,1985.717050107441
FD,OUT035,733.9623971147075
FD,OUT018,2483.3766825022467
FD,OUT013,3188.572990415881
NC,OUT045,972.6240230445569
FD,OUT035,3187.5725277655633
FD,OUT045,1569.7432270603301
FD,OUT013,1992.9364902075765
FD,OUT046,1362.3960888442803
FD,OUT027,3387.32668947572
FD,OUT049,1063.3634878004418
FD,OUT027,3039.0164159614496
FD,OUT013,900.8216707207723
FD,OUT018,1697.8483012508445
FD,OUT027,2808.0937276183363
FD,OUT049,1104.4406204378156
NC,OUT035,903.1663268354127
FD,OUT035,3153.2024491387506
FD,OUT019,452.2968594640545
FD,OUT049,3610.5170958859003
FD,OUT027,4005.8907251830815
FD,OUT017,1054.1054782767533
NC,OUT019,1431.541097814488
DR,OUT046,1674.956698702526
FD,OUT046,1901.4061167504753
FD,OUT013,1532.9114818848313
NC,OUT046,2418.303639779204
NC,OUT035,4261.724193322807
NC,OUT010,1051.5028872129335
NC,OUT049,2168.63318231877
FD,OUT035,3814.8842256662224
FD,OUT035,1937.5028796324461
NC,OUT035,2976.646781526283
FD,OUT045,2230.4983247357795
FD,OUT017,3698.5403584515766
FD,OUT046,827.9914903807532
FD,OUT027,5423.925217760037
FD,OUT045,2256.000411745137
NC,OUT019,0.0
FD,OUT018,2508.6008988804706
NC,OUT049,4217.929584145655
NC,OUT027,2082.685082436741
FD,OUT018,1574.7680842528102
FD,OUT013,2965.614723512676
FD,OUT049,3129.2223762431904
FD,OUT017,3737.0655857048473
FD,OUT045,2739.0328263678866
FD,OUT049,763.3257455402204
FD,OUT035,2670.1216844946057
FD,OUT018,3761.596021455851
FD,OUT010,1864.194363286199
FD,OUT035,2069.0382361974403
FD,OUT027,2112.1319898167017
FD,OUT018,3079.863557647308
FD,OUT017,1808.8035663364444
NC,OUT027,4883.834249440882
DR,OUT046,3498.8442312963634
FD,OUT027,5196.509197182488
NC,OUT017,2118.23683728051
NC,OUT013,2037.9664386989161
NC,OUT017,2713.3876250355474
FD,OUT027,4947.186876088609
FD,OUT027,5066.940317588682
FD,OUT045,3256.9234303366925
FD,OUT045,1546.26122408898
FD,OUT035,2749.7198381013523
FD,OUT045,3471.031745980353
FD,OUT013,1331.7774561236793
FD,OUT045,976.6656710787347
FD,OUT027,3825.938364322714
NC,OUT010,145.30414785715834
FD,OUT027,2956.143837765445
FD,OUT049,2054.7005535929907
FD,OUT045,3653.2454339607207
FD,OUT018,3049.486127509568
DR,OUT017,945.0307865919667
NC,OUT046,600.3196064102438
FD,OUT010,0.0
FD,OUT017,3087.506927972274
FD,OUT035,1047.537063871709
FD,OUT035,879.8141614609599
FD,OUT046,3925.0072527749267
DR,OUT045,2312.4052695947535
DR,OUT019,0.0
FD,OUT018,1585.3845287171582
FD,OUT010,1758.630061636391
FD,OUT027,5151.4780993282075
FD,OUT045,1837.9308071380642
FD,OUT019,0.0
NC,OUT035,2743.225837122275
FD,OUT035,1758.3422249939824
NC,OUT046,2619.6696712024304
FD,OUT035,3509.7849932661557
NC,OUT019,0.0
FD,OUT046,2046.9177442010316
NC,OUT018,2248.6904189893967
FD,OUT035,850.3999970830278
FD,OUT035,2446.5137815124076
DR,OUT045,2647.47314649603
FD,OUT010,0.0
DR,OUT010,0.0
FD,OUT010,172.44038967642996
FD,OUT045,1941.4466395790796
FD,OUT046,1694.4544376986912
DR,OUT018,488.1996185835535
DR,OUT013,2750.785878148833
DR,OUT035,2895.9024490986335
FD,OUT027,3166.4839657554703
FD,OUT019,146.19251004446187
FD,OUT018,1191.4682912976818
FD,OUT046,1678.7413462227112
DR,OUT046,710.1700487894745
NC,OUT046,2220.054352979329
FD,OUT010,1743.158380563791
FD,OUT019,1788.92286294673
NC,OUT049,3257.2718889449866
NC,OUT018,415.31536562900305
FD,OUT049,3899.4498072490114
FD,OUT045,2223.9882207165037
FD,OUT035,2775.40744926331
DR,OUT027,2434.503742079165
FD,OUT018,2087.85449868427
FD,OUT046,1613.9529885464672
FD,OUT027,2968.190692938011
FD,OUT045,1779.802939635583
FD,OUT013,769.0413293221195
FD,OUT027,2413.368939350648
FD,OUT019,98.51914666039556
FD,OUT049,651.1787116301048
DR,OUT027,3855.948675238278
FD,OUT010,0.0
FD,OUT027,4520.959264842439
FD,OUT045,2461.8211245729394
FD,OUT013,3028.3112921052834
FD,OUT017,2029.4031506141225
FD,OUT019,1623.4751723368677
FD,OUT027,2902.833143697485
NC,OUT046,2638.214020617467
FD,OUT035,2625.2606724479515
FD,OUT049,2488.3211778941763
FD,OUT049,1771.6696398209901
DR,OUT013,856.5450707097291
FD,OUT013,4072.7983111554267
FD,OUT049,1978.9242689297685
FD,OUT035,1174.3469154693976
FD,OUT010,938.0550426704269
FD,OUT045,1838.17513820171
NC,OUT019,512.8525770133574
NC,OUT013,1612.6780223679934
FD,OUT013,4052.370727432888
FD,OUT035,3263.933381714619
FD,OUT045,1343.1097540116339
NC,OUT018,2532.911980807652
DR,OUT027,2264.4389555383223
FD,OUT027,4837.012518899169
FD,OUT018,1090.7476426620397
NC,OUT017,2870.187268313779
NC,OUT013,647.6766530517345
FD,OUT046,3757.56427201561
FD,OUT049,2021.3023903484304
FD,OUT010,1964.4225167224777
FD,OUT046,1987.0685138462745
FD,OUT046,660.8761697791012
FD,OUT046,2019.5701838907685
FD,OUT046,3701.007820584624
FD,OUT045,3092.5083077690424
NC,OUT017,2070.2483872054945
FD,OUT027,2919.039163416245
FD,OUT045,3165.4494954065735
DR,OUT013,2787.2847969109544
FD,OUT046,1671.133907298797
FD,OUT027,2240.568351529287
FD,OUT017,2687.503083892529
FD,OUT049,1917.9895854048814
FD,OUT019,2170.863635384949
NC,OUT035,3152.0311592533153
FD,OUT019,977.4006091794142
NC,OUT035,2166.9011551227195
DR,OUT049,1095.5482519960563
FD,OUT035,4005.51507430085
DR,OUT018,3483.2202937888023
FD,OUT013,3023.5226074829916
FD,OUT018,2285.588557816537
FD,OUT027,3236.549272550583
NC,OUT049,1506.3020704093763
FD,OUT018,1349.9176298823554
FD,OUT049,2566.537576862033
FD,OUT013,3197.9871603711526
DR,OUT018,879.8298407013278
FD,OUT027,5257.795621159144
FD,OUT045,2854.653287898176
FD,OUT045,2654.42071903631
FD,OUT035,1375.559052086562
NC,OUT035,3151.468561125345
FD,OUT010,0.0
DR,OUT013,2413.4288208834932
NC,OUT049,3764.7820116061584
FD,OUT017,699.5621700049064
FD,OUT013,3274.873934453508
DR,OUT010,0.0
FD,OUT017,1905.4551702807398
FD,OUT045,2930.961885267114
FD,OUT035,1191.953237063521
FD,OUT035,2559.6714888872702
FD,OUT027,3556.6778671892325
FD,OUT027,3982.2319691158937
NC,OUT018,1676.7133289872972
NC,OUT018,2361.288094147738
FD,OUT018,1430.4618924899655
FD,OUT045,3606.34147661399
FD,OUT017,2906.278956011981
FD,OUT013,3117.9943913598026
FD,OUT019,0.0
NC,OUT018,3778.9685489133417
NC,OUT027,3344.8405194795855
FD,OUT049,1591.2477421758058
FD,OUT046,637.023544356472
NC,OUT017,4270.036668578
FD,OUT046,1893.0851816406996
FD,OUT017,3988.767803230119
FD,OUT017,1035.9324796714623
NC,OUT027,4178.939715685247
DR,OUT045,2858.2689900458936
FD,OUT017,3219.641640621664
FD,OUT017,3151.847981802385
FD,OUT035,984.0188964055415
FD,OUT035,2989.322261464489
FD,OUT010,1587.4850267682407
FD,OUT018,3567.2567941180314
FD,OUT045,1548.6496478526567
NC,OUT027,3799.974288684747
FD,OUT010,482.54544386502334
DR,OUT049,2495.5994533861667
FD,OUT017,1899.4561107518641
FD,OUT010,0.0
NC,OUT017,1059.0408412306278
FD,OUT035,3220.0666536484323
FD,OUT035,3753.6921379480045
NC,OUT018,699.433348102961
FD,OUT017,2146.95884995919
NC,OUT049,659.2846490805418
FD,OUT046,1863.2216681747705
FD,OUT017,1003.9478713843973
FD,OUT046,2695.3314618736404
DR,OUT049,1810.1864807475158
FD,OUT013,3933.8191064816065
FD,OUT045,1708.3736126666697
NC,OUT010,0.0
NC,OUT035,3014.746539199471
NC,OUT013,4104.651453554943
FD,OUT035,1669.3187769946214
FD,OUT013,3688.50191612709
FD,OUT027,2067.5875746184283
FD,OUT017,3173.9218012636966
FD,OUT017,3317.9575302052235
NC,OUT018,1294.723221457398
FD,OUT013,1639.3826986631038
FD,OUT045,939.6967070842634
FD,OUT017,4169.66855827193
DR,OUT010,0.0
FD,OUT046,2305.1404414576446
FD,OUT017,1588.2268196615516
FD,OUT018,3867.9642494399113
NC,OUT035,2156.31552753652
FD,OUT017,2808.8644147811474
NC,OUT027,3118.8622442599844
NC,OUT013,1433.2110781483075
FD,OUT019,7.539640510591653
FD,OUT013,2862.7491392460943
FD,OUT045,2890.66437719416
FD,OUT046,2538.7027277517914
NC,OUT017,1523.5322519253825
FD,OUT035,909.1727782515331
FD,OUT013,1643.7238712614737
FD,OUT013,700.0082072681305
FD,OUT017,1977.5172488720455
FD,OUT018,2894.211320061585
FD,OUT035,2041.8852611627303
FD,OUT049,677.4685736248243
DR,OUT017,2390.154065024988
FD,OUT049,2631.6698622864596
FD,OUT035,2139.157866635097
FD,OUT049,739.7557219821961
FD,OUT035,3707.8076411325014
FD,OUT027,2092.7974578561843
FD,OUT018,1432.2249669442563
FD,OUT017,2196.740832114661
FD,OUT046,1947.1593741967627
NC,OUT013,1616.9897808232386
FD,OUT017,3976.6787048314477
FD,OUT013,3113.08324438495
FD,OUT045,3510.8662513648437
FD,OUT035,2607.33326410628
FD,OUT010,0.0
FD,OUT013,1937.8823885845495
